hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),FQ2IWe src,ah5Ghc,M4A5Cf,ah5Ghc (2),M4A5Cf (2),ah5Ghc (3),A1zNzb href,J8zHNe,bbPy1,AJB7ye,AJB7ye (2),doJOZc,Jn12ke src,A1zNzb href (2),J8zHNe (2),bbPy1 (2),eXlrNe,W4Efsd (6)
https://www.google.com/maps/place/%E7%94%B0%E4%B8%AD%E6%B8%85%E4%B8%80%E5%96%B0%E9%81%93%E6%A8%82%E6%9C%AC%E6%A0%BC%E5%92%8C%E9%A3%9F/data=!4m7!3m6!1s0x3442ae96ed2c98dd:0x823aa14786916422!8m2!3d25.1036512!4d121.5213129!16s%2Fg%2F11bycf9cdy!19sChIJ3Zgs7ZauQjQRImSRhkehOoI?authuser=0&hl=zh-TW&rclk=1,田中清一喰道樂本格和食,4.3,(335),正宗日式料理,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGya_VxHDS6Zn0NwKt2A8fYGLbD3HplBLNdfTVlE39ROefnPnrXFUWzgUdyGFSTlgg9dhaNbIGDKOmQt_cQmn1ALjYuHbjGgzGik6KR0hxph9qUFgCHxwvvpQDu6jWfPM_CZ4L=w122-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,$$,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E5%93%A1%E5%A4%96%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442ae9ba3338a2d:0x1b86e11d3450b326!8m2!3d25.105507!4d121.529619!16s%2Fg%2F11cn78rgyj!19sChIJLYozo5uuQjQRJrNQNB3hhhs?authuser=0&hl=zh-TW&rclk=1,員外食堂,4.4,(212),餐廳,·,營業中,· 打烊時間：14:00 · 恢復營業時間：18:00,https://lh3.googleusercontent.com/p/AF1QipMW3Kkkg-NIPY4DvE0sDMKmGw79zYlv8NhoDzNb=w122-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,"$1,400-1,600",,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E5%9F%BC%E7%8E%89%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442ae8098e74861:0x3c391d6436770c9e!8m2!3d25.1182363!4d121.5328537!16s%2Fg%2F1td6vtrg!19sChIJYUjnmICuQjQRngx3NmQdOTw?authuser=0&hl=zh-TW&rclk=1,埼玉日本料理,4.4,(341),日本菜,天母東路49號,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0zAVWjT_Y1551rs7umpJ_tk-WJri6cY7Cmd5HHc7AHbo91h23ON7afcPEQ2vqfZTKyaEat0Hx8aFcZgXmmaPPTYFMK81QzwCIEgNtyitkxnWhGWuwc8SranLTP77ZcdW3_2ah=w163-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,$$$,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E5%B7%9D%E7%A6%BE%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442ae971d40b095:0x63746bb6f13d3fc!8m2!3d25.1031617!4d121.522811!16s%2Fg%2F1tfdb4qp!19sChIJlbBAHZeuQjQR_NMTb7tGNwY?authuser=0&hl=zh-TW&rclk=1,川禾日本料理,4.1,(542),日本菜,福華路138號,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxm0ZYt9IobolzevGwCHCxZhK4HRNN1DR7lVcPCqxrFi4McOGx3Qiu4wDASmiUz-P812erjhr20hVpRL7I2xi_lnh9Cxiletp2uZKgFQJfnpl0HLYL6E47s2gVfKKWJkK0c2_8S=w122-h92-k-no,主打餐飲品項：,,生魚片,,,https://www.google.com/viewer/chooseprovider?mid=/g/1tfdb4qp&g2lbs=AO8LyOLjCj3PVoE9IZDC52stpuOHwhteeKKJA-WzlgSdYWfQUXYYMFiMjQjW0fl1w4k1zM7KZ0UR6oMtk1JAp-tc81kDXqPFU2vmrsDjemQotxWZQDCwzePrd_qAJNDBLqtGlZkFja8v&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSZGaZXiIby1vr0Pxq2GyAE&ei=DSZGaZXiIby1vr0Pxq2GyAE&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E6%BC%81%E7%95%B6%E5%AE%B6%E9%A3%9F%E5%A0%82-%E8%AB%8B%E6%B4%BD%E8%87%89%E6%9B%B8IG%E9%A0%90%E7%B4%84/data=!4m7!3m6!1s0x3442af78715cf1fd:0xc52e2894e06bb542!8m2!3d25.115498!4d121.516249!16s%2Fg%2F11f6nh03sk!19sChIJ_fFccXivQjQRQrVr4JQoLsU?authuser=0&hl=zh-TW&rclk=1,漁當家食堂-請洽臉書IG預約,4.7,(316),海鮮,裕民四路13號,營業中,· 打烊時間：14:00 · 恢復營業時間：18:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzS0HyZXb5nWZtDVSjv2n6oc-GmN6n4gxgSgWVTpbE-JRByxOmnmXYmd5NOE5hrNZnoqBte3ljOaEBlZXZcfciKGAAlMah1vEpqYKWNiH-x9WAm7Zoq9Ytl12Rmb4FgosIpsrLK=w122-h92-k-no,內用,·,無外送服務,,,,,,,,,,,,,,
https://www.google.com/maps/place/%E4%B8%89%E6%94%80%E6%B3%B0-%E5%A4%A9%E6%AF%8D%E5%BA%97%28%E7%84%A1%E8%A8%82%E4%BD%8D%EF%BC%8C%E5%83%85%E7%8F%BE%E5%A0%B4%E5%80%99%E4%BD%8D%EF%BC%89/data=!4m7!3m6!1s0x3442af8dba018a4b:0x63f54c8e03de1ea!8m2!3d25.1069634!4d121.5259929!16s%2Fg%2F11ngzwv7nc!19sChIJS4oBuo2vQjQR6uE94MhUPwY?authuser=0&hl=zh-TW&rclk=1,三攀泰-天母店(無訂位，僅現場候位）,4.5,(600),泰國菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVL6UwzQqSpWMr2p0t4cP1wXkdosUGDkI1jG6f73GyzrM8TIGKltpoR9dRsHUMbHC9G5krcSU-NE2ScTu8k_d96xP621Qcte-M6f05k1Hg-F-QBith5q4bhYFH1qaCS8IkXBbW=w80-h106-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11ngzwv7nc&g2lbs=AO8LyOIhXzsSIvDmyie39zfb48n9rocPWndp0G-3IZRJ0c_uhBD0sRnYKE4HKaFwSc_K4Gl68-wEBxF-iOUBukBDxawLRO3ObraFGjNjmKyYj1FLDo4NO-VG8ffmSaK-ex4YuymB3rlz&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSZGaZXiIby1vr0Pxq2GyAE&ei=DSZGaZXiIby1vr0Pxq2GyAE&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E6%B4%AA%E6%A8%93/data=!4m7!3m6!1s0x3442ae96ffffffff:0x8e30e676c43d8316!8m2!3d25.106114!4d121.5238953!16s%2Fg%2F11c2y50bp3!19sChIJ_____5auQjQRFoM9xHbmMI4?authuser=0&hl=zh-TW&rclk=1,洪樓,4.4,"(1,482)",中國菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrr2PQ5uW3M0TC1-Gf-FauLTO4GlZZgNXdOJntNmrD7HMJvUgIIrw5u7pJ_wACy_f12ZrzoGhxK-LAieL60tbYuXVoyaA7X2GW2v4LCHoqHnjC9m9q46SHKbddqeYIn9vSeOEm=w122-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11c2y50bp3&g2lbs=AO8LyOJM_aoxToxHQtvwabwSRX5naa_SEqj7scTtcXjKCHU2WFQIgdD06jpnEi7IQ-N4xad74KdARS8gPhfBLg0EdIwB0ZgUJgev5OQOAFHBpbKq5UvX7f_bJnxel5t_gU55m5nXRuna&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSZGaZXiIby1vr0Pxq2GyAE&ei=DSZGaZXiIby1vr0Pxq2GyAE&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-600,,,"https://www.google.com/maps/reserve/v/dine/c/Capxish48Sk?source=pa&opi=79508299&hl=zh-TW&gei=DSZGaZXiIby1vr0Pxq2GyAE&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26pb%3D!4m12!1m3!1d14451.227162412208!2d121.52364895!3d25.108397250000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!7i20!8i20!10b1!12m50!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!6m22!49b1!63m0!66b1!74i150000!85b1!91b1!114b1!149b1!206b1!212b1!213b1!223b1!227b1!232b1!233b1!234b1!244b1!246b1!250b1!253b1!258b1!263b1!10b1!12b1!13b1!14b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!19m4!2m3!1i360!2i120!4i8!20m65!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m16!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1s4yVGabrOMIH41e8PpvuY4Q0:62!2s1i:0,t:246204,p:4yVGabrOMIH41e8PpvuY4Q0:62!7e81!12e22!17s4yVGabrOMIH41e8PpvuY4Q0:63!24m107!1m28!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m17!3b1!4b1!5b1!6b1!13b1!14b1!17b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i768!1m6!1m2!1i974!2i0!2m2!1i1024!2i768!1m6!1m2!1i0!2i0!2m2!1i1024!2i20!1m6!1m2!1i0!2i748!2m2!1i1024!2i768!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m245!1m241!2m7!1u3!4z54ef5qWt5Lit!5e1!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4z6KmV5YiG5pyA6auY!5e1!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAgoAw!10m2!2m1!1e1!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAkoBA!10m5!64m4!2m3!1i1!2i200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAooBQ!10m5!64m4!2m3!1i200!2i400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAsoBg!10m5!64m4!2m3!1i400!2i600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAwoBw!10m5!64m4!2m3!1i600!2i800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA0oCA!10m5!64m4!2m3!1i800!2i1000!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA4oCQ!10m5!64m4!2m3!1i1000!2i1200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA8oCg!10m5!64m4!2m3!1i1200!2i1400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBAoCw!10m5!64m4!2m3!1i1400!2i1600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBEoDA!10m5!64m4!2m3!1i1600!2i1800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBIoDQ!10m5!64m4!2m3!1i1800!2i2000!3sTWD!2m10!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBMoDg!10m4!64m3!2m2!1i2000!3sTWD!3m88!1u62!2m7!1m5!64m4!2m3!1i1!2i200!3sTWD!2s!2m7!1m5!64m4!2m3!1i200!2i400!3sTWD!2s!2m7!1m5!64m4!2m3!1i400!2i600!3sTWD!2s!2m7!1m5!64m4!2m3!1i600!2i800!3sTWD!2s!2m7!1m5!64m4!2m3!1i800!2i1000!3sTWD!2s!2m7!1m5!64m4!2m3!1i1000!2i1200!3sTWD!2s!2m7!1m5!64m4!2m3!1i1200!2i1400!3sTWD!2s!2m7!1m5!64m4!2m3!1i1400!2i1600!3sTWD!2s!2m7!1m5!64m4!2m3!1i1600!2i1800!3sTWD!2s!2m7!1m5!64m4!2m3!1i1800!2i2000!3sTWD!2s!2m6!1m4!64m3!2m2!1i2000!3sTWD!2s!3m1!1u2!3m1!1u3!4BIAE!2e2!3m1!3b1!59BQ2dBd0Fn!61b1!67m5!7b1!10b1!14b1!15m1!1b0!69i761%26q%3D%25E5%25A4%25A9%25E6%25AF%258D%25E7%2594%259F%25E9%25AD%259A%25E7%2589%2587%26ech%3D1%26psi%3D4yVGabrOMIH41e8PpvuY4Q0.1766204901541.1","
訂位",,,
https://www.google.com/maps/place/%E9%90%B5%E4%BA%BA%E5%A3%BD%E5%8F%B8/data=!4m7!3m6!1s0x3442ae97037ed1d3:0xa6146cff46735d46!8m2!3d25.1028645!4d121.5230715!16s%2Fg%2F11b7trklcn!19sChIJ09F-A5euQjQRRl1zRv9sFKY?authuser=0&hl=zh-TW&rclk=1,鐵人壽司,4.6,(430),壽司,·,營業中,· 打烊時間：14:00 · 恢復營業時間：18:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0tLuumzu5Tz1H3ZmwTPHBvHLRe7gkPsr0Yy8lvOS3AnSpPMLme1hvMUPmNVmA6HbSk6ADQO2XvQjtkR0LjGqD9WJ3BzaK0STk-j24k3Yj0vs3F5p9nyMMVSYYH0zTYW0njTyWIA=w122-h92-k-no,內用,·,無外送服務,,,,,,·,"超過 $2,000",,,,,,,
https://www.google.com/maps/place/%E7%88%AD%E9%AE%AE%E8%BF%B4%E8%BD%89%E5%A3%BD%E5%8F%B8+%E5%A4%A9%E6%AF%8D%E5%AE%B6%E6%A8%82%E7%A6%8F%E5%BA%97/data=!4m7!3m6!1s0x3442ae912b1a6005:0x1ad82cbc699169e8!8m2!3d25.1055918!4d121.5228649!16s%2Fg%2F1tm863cg!19sChIJBWAaK5GuQjQR6GmRabws2Bo?authuser=0&hl=zh-TW&rclk=1,爭鮮迴轉壽司 天母家樂福店,3.9,(958),壽司,·,營業中,· 打烊時間：21:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEEKKnUBivxkpFTCUXKQyz7sckuu6p9K4qPf-SBptc-2yZGsXMDcnRwipyXQqydi53-G2G9ASCg35n2ONJUazPyPB1OBxl2AYT1vpaXQbMyyuC7DLawnk6d8ByFXFPG4DiNVU=w80-h106-k-no,主打餐飲品項：,,生魚片,,,https://www.google.com/viewer/chooseprovider?mid=/g/1tm863cg&g2lbs=AO8LyOKdoC-QXA-OEVhM879LUQMI_jHPc0hwjRoOqrh7VnHbt1E1O7BUUcCL5oTM-z-UFBOYVV_PyUkue8DimWKBftDrzvm78v2o1qan8Vsn17-TKK3pn1Xwho1CNAKOSULR5J55nxHW&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSZGaZXiIby1vr0Pxq2GyAE&ei=DSZGaZXiIby1vr0Pxq2GyAE&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E4%B8%83%E6%B5%B7%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442ae7e90b1c331:0xe0563ea444413ab8!8m2!3d25.1225326!4d121.5320865!16s%2Fg%2F11cnc7sh46!19sChIJMcOxkH6uQjQRuDpBRKQ-VuA?authuser=0&hl=zh-TW&rclk=1,七海食堂,4.1,(244),食堂與定食餐廳,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/p/AF1QipN_37PxENSBdfAMQ_ZTz4r4z8s9ph-IXPubKDWC=w163-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,$200-400,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E8%8D%96%E5%AD%90%E9%8D%8BPlus+%E5%AE%B6%E6%A8%82%E7%A6%8F%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442af5706e48a75:0x41a93b334384618d!8m2!3d25.1052506!4d121.5225026!16s%2Fg%2F11sdyh8jm3!19sChIJdYrkBlevQjQRjWGEQzM7qUE?authuser=0&hl=zh-TW&rclk=1,荖子鍋Plus 家樂福天母店,4.7,"(1,698)",火鍋,·,營業中,· 打烊時間：22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9CGYlGjxdOm0FOoA9xnQzSbm7cTpIlVc27sdld6HTG6BhUFMvqEpzFN0P11CwV6r1uy_P3pq0tegVMU1U0f25MqkQVufAcNTVC7pTmmUkhCdckP4UnuoS3Bx5k-HHtE81ZMjs=w122-h92-k-no,內用,·,無外送服務,,,"https://www.google.com/maps/reserve/v/dine/c/Y4zU7xWoMf0?source=pa&opi=79508299&hl=zh-TW&gei=DSZGaZXiIby1vr0Pxq2GyAE&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26pb%3D!4m12!1m3!1d14451.227162412208!2d121.52364895!3d25.108397250000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!7i20!8i20!10b1!12m50!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!6m22!49b1!63m0!66b1!74i150000!85b1!91b1!114b1!149b1!206b1!212b1!213b1!223b1!227b1!232b1!233b1!234b1!244b1!246b1!250b1!253b1!258b1!263b1!10b1!12b1!13b1!14b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!19m4!2m3!1i360!2i120!4i8!20m65!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m16!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1s4yVGabrOMIH41e8PpvuY4Q0:62!2s1i:0,t:246204,p:4yVGabrOMIH41e8PpvuY4Q0:62!7e81!12e22!17s4yVGabrOMIH41e8PpvuY4Q0:63!24m107!1m28!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m17!3b1!4b1!5b1!6b1!13b1!14b1!17b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i768!1m6!1m2!1i974!2i0!2m2!1i1024!2i768!1m6!1m2!1i0!2i0!2m2!1i1024!2i20!1m6!1m2!1i0!2i748!2m2!1i1024!2i768!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m245!1m241!2m7!1u3!4z54ef5qWt5Lit!5e1!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4z6KmV5YiG5pyA6auY!5e1!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAgoAw!10m2!2m1!1e1!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAkoBA!10m5!64m4!2m3!1i1!2i200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAooBQ!10m5!64m4!2m3!1i200!2i400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAsoBg!10m5!64m4!2m3!1i400!2i600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAwoBw!10m5!64m4!2m3!1i600!2i800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA0oCA!10m5!64m4!2m3!1i800!2i1000!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA4oCQ!10m5!64m4!2m3!1i1000!2i1200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA8oCg!10m5!64m4!2m3!1i1200!2i1400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBAoCw!10m5!64m4!2m3!1i1400!2i1600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBEoDA!10m5!64m4!2m3!1i1600!2i1800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBIoDQ!10m5!64m4!2m3!1i1800!2i2000!3sTWD!2m10!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBMoDg!10m4!64m3!2m2!1i2000!3sTWD!3m88!1u62!2m7!1m5!64m4!2m3!1i1!2i200!3sTWD!2s!2m7!1m5!64m4!2m3!1i200!2i400!3sTWD!2s!2m7!1m5!64m4!2m3!1i400!2i600!3sTWD!2s!2m7!1m5!64m4!2m3!1i600!2i800!3sTWD!2s!2m7!1m5!64m4!2m3!1i800!2i1000!3sTWD!2s!2m7!1m5!64m4!2m3!1i1000!2i1200!3sTWD!2s!2m7!1m5!64m4!2m3!1i1200!2i1400!3sTWD!2s!2m7!1m5!64m4!2m3!1i1400!2i1600!3sTWD!2s!2m7!1m5!64m4!2m3!1i1600!2i1800!3sTWD!2s!2m7!1m5!64m4!2m3!1i1800!2i2000!3sTWD!2s!2m6!1m4!64m3!2m2!1i2000!3sTWD!2s!3m1!1u2!3m1!1u3!4BIAE!2e2!3m1!3b1!59BQ2dBd0Fn!61b1!67m5!7b1!10b1!14b1!15m1!1b0!69i761%26q%3D%25E5%25A4%25A9%25E6%25AF%258D%25E7%2594%259F%25E9%25AD%259A%25E7%2589%2587%26ech%3D1%26psi%3D4yVGabrOMIH41e8PpvuY4Q0.1766204901541.1","
訂位",,·,$400-600,,,,,,,
https://www.google.com/maps/place/%E6%96%87%E9%83%8E%E6%96%99%E4%BA%AD/data=!4m7!3m6!1s0x3442afa43784947d:0x5cff4bdc2cab8cac!8m2!3d25.1120683!4d121.5292934!16s%2Fg%2F11rddjq63x!19sChIJfZSEN6SvQjQRrIyrLNxL_1w?authuser=0&hl=zh-TW&rclk=1,文郎料亭,4.4,(31),日本菜,士東路100號2號樓140攤,營業中,· 打烊時間：16:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxi_qX1OnxaODCYU8aFQUVcHYGqqxNgM7pCpIXX9Sau7S6aXFx-Xoha8Z6GJ_PNYmDYHWnshetUzmsp4kUZTKiZSCj6z_DhJcZN-H8V693VkWmhaFhQuTLlT4nxS4dkt06vnI1C=w122-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,$200-400,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
